image_id,image_patch,mask_patch,label
001,patches\real\001_036.png,patches\mask\001_036.png,0
001,patches\real\001_037.png,patches\mask\001_037.png,0
001,patches\real\001_038.png,patches\mask\001_038.png,0
001,patches\real\001_039.png,patches\mask\001_039.png,0
001,patches\real\001_040.png,patches\mask\001_040.png,0
001,patches\real\001_041.png,patches\mask\001_041.png,0
001,patches\real\001_042.png,patches\mask\001_042.png,0
001,patches\real\001_043.png,patches\mask\001_043.png,0
001,patches\real\001_044.png,patches\mask\001_044.png,0
001,patches\real\001_045.png,patches\mask\001_045.png,0
001,patches\real\001_046.png,patches\mask\001_046.png,0
001,patches\real\001_047.png,patches\mask\001_047.png,0
001,patches\real\001_048.png,patches\mask\001_048.png,0
001,patches\real\001_049.png,patches\mask\001_049.png,0
001,patches\real\001_050.png,patches\mask\001_050.png,0
001,patches\real\001_051.png,patches\mask\001_051.png,0
001,patches\real\001_052.png,patches\mask\001_052.png,0
001,patches\real\001_053.png,patches\mask\001_053.png,0
001,patches\real\001_054.png,patches\mask\001_054.png,0
001,patches\real\001_055.png,patches\mask\001_055.png,0
001,patches\real\001_056.png,patches\mask\001_056.png,0
001,patches\real\001_057.png,patches\mask\001_057.png,1
001,patches\real\001_058.png,patches\mask\001_058.png,1
001,patches\real\001_059.png,patches\mask\001_059.png,0
001,patches\real\001_060.png,patches\mask\001_060.png,0
001,patches\real\001_061.png,patches\mask\001_061.png,0
001,patches\real\001_062.png,patches\mask\001_062.png,0
001,patches\real\001_063.png,patches\mask\001_063.png,0
001,patches\real\001_064.png,patches\mask\001_064.png,0
001,patches\real\001_065.png,patches\mask\001_065.png,0
001,patches\real\001_066.png,patches\mask\001_066.png,0
001,patches\real\001_067.png,patches\mask\001_067.png,0
001,patches\real\001_068.png,patches\mask\001_068.png,0
001,patches\real\001_069.png,patches\mask\001_069.png,0
001,patches\real\001_070.png,patches\mask\001_070.png,0
001,patches\real\001_071.png,patches\mask\001_071.png,0
001,patches\real\001_072.png,patches\mask\001_072.png,1
001,patches\real\001_073.png,patches\mask\001_073.png,1
001,patches\real\001_074.png,patches\mask\001_074.png,1
001,patches\real\001_075.png,patches\mask\001_075.png,0
001,patches\real\001_076.png,patches\mask\001_076.png,0
001,patches\real\001_077.png,patches\mask\001_077.png,0
001,patches\real\001_078.png,patches\mask\001_078.png,0
001,patches\real\001_079.png,patches\mask\001_079.png,0
001,patches\real\001_080.png,patches\mask\001_080.png,0
001,patches\real\001_081.png,patches\mask\001_081.png,0
001,patches\real\001_082.png,patches\mask\001_082.png,0
001,patches\real\001_083.png,patches\mask\001_083.png,0
001,patches\real\001_084.png,patches\mask\001_084.png,0
001,patches\real\001_085.png,patches\mask\001_085.png,0
001,patches\real\001_086.png,patches\mask\001_086.png,1
001,patches\real\001_087.png,patches\mask\001_087.png,1
001,patches\real\001_088.png,patches\mask\001_088.png,1
001,patches\real\001_089.png,patches\mask\001_089.png,1
001,patches\real\001_090.png,patches\mask\001_090.png,1
001,patches\real\001_091.png,patches\mask\001_091.png,1
001,patches\real\001_092.png,patches\mask\001_092.png,0
001,patches\real\001_093.png,patches\mask\001_093.png,0
001,patches\real\001_094.png,patches\mask\001_094.png,0
001,patches\real\001_095.png,patches\mask\001_095.png,0
001,patches\real\001_096.png,patches\mask\001_096.png,0
001,patches\real\001_097.png,patches\mask\001_097.png,0
001,patches\real\001_098.png,patches\mask\001_098.png,0
001,patches\real\001_099.png,patches\mask\001_099.png,0
001,patches\real\001_100.png,patches\mask\001_100.png,0
001,patches\real\001_101.png,patches\mask\001_101.png,1
001,patches\real\001_102.png,patches\mask\001_102.png,1
001,patches\real\001_103.png,patches\mask\001_103.png,1
001,patches\real\001_104.png,patches\mask\001_104.png,1
001,patches\real\001_105.png,patches\mask\001_105.png,1
001,patches\real\001_106.png,patches\mask\001_106.png,1
001,patches\real\001_107.png,patches\mask\001_107.png,1
001,patches\real\001_108.png,patches\mask\001_108.png,1
001,patches\real\001_109.png,patches\mask\001_109.png,1
001,patches\real\001_110.png,patches\mask\001_110.png,0
001,patches\real\001_111.png,patches\mask\001_111.png,0
001,patches\real\001_112.png,patches\mask\001_112.png,0
001,patches\real\001_113.png,patches\mask\001_113.png,0
001,patches\real\001_114.png,patches\mask\001_114.png,0
001,patches\real\001_115.png,patches\mask\001_115.png,1
001,patches\real\001_116.png,patches\mask\001_116.png,1
001,patches\real\001_117.png,patches\mask\001_117.png,1
001,patches\real\001_118.png,patches\mask\001_118.png,1
001,patches\real\001_119.png,patches\mask\001_119.png,1
001,patches\real\001_120.png,patches\mask\001_120.png,1
001,patches\real\001_121.png,patches\mask\001_121.png,1
001,patches\real\001_122.png,patches\mask\001_122.png,1
001,patches\real\001_123.png,patches\mask\001_123.png,1
001,patches\real\001_124.png,patches\mask\001_124.png,1
001,patches\real\001_125.png,patches\mask\001_125.png,1
001,patches\real\001_126.png,patches\mask\001_126.png,0
001,patches\real\001_127.png,patches\mask\001_127.png,0
001,patches\real\001_128.png,patches\mask\001_128.png,0
001,patches\real\001_129.png,patches\mask\001_129.png,0
001,patches\real\001_130.png,patches\mask\001_130.png,1
001,patches\real\001_131.png,patches\mask\001_131.png,1
001,patches\real\001_132.png,patches\mask\001_132.png,1
001,patches\real\001_133.png,patches\mask\001_133.png,1
001,patches\real\001_134.png,patches\mask\001_134.png,1
001,patches\real\001_135.png,patches\mask\001_135.png,1
001,patches\real\001_136.png,patches\mask\001_136.png,1
001,patches\real\001_137.png,patches\mask\001_137.png,1
001,patches\real\001_138.png,patches\mask\001_138.png,1
001,patches\real\001_139.png,patches\mask\001_139.png,1
001,patches\real\001_140.png,patches\mask\001_140.png,1
001,patches\real\001_141.png,patches\mask\001_141.png,0
001,patches\real\001_142.png,patches\mask\001_142.png,0
001,patches\real\001_143.png,patches\mask\001_143.png,0
001,patches\real\001_144.png,patches\mask\001_144.png,0
001,patches\real\001_145.png,patches\mask\001_145.png,1
001,patches\real\001_146.png,patches\mask\001_146.png,1
001,patches\real\001_147.png,patches\mask\001_147.png,1
001,patches\real\001_148.png,patches\mask\001_148.png,1
001,patches\real\001_149.png,patches\mask\001_149.png,1
001,patches\real\001_150.png,patches\mask\001_150.png,1
001,patches\real\001_151.png,patches\mask\001_151.png,1
001,patches\real\001_152.png,patches\mask\001_152.png,1
001,patches\real\001_153.png,patches\mask\001_153.png,1
001,patches\real\001_154.png,patches\mask\001_154.png,1
001,patches\real\001_155.png,patches\mask\001_155.png,1
001,patches\real\001_156.png,patches\mask\001_156.png,1
001,patches\real\001_157.png,patches\mask\001_157.png,0
001,patches\real\001_158.png,patches\mask\001_158.png,0
001,patches\real\001_159.png,patches\mask\001_159.png,0
001,patches\real\001_160.png,patches\mask\001_160.png,0
001,patches\real\001_161.png,patches\mask\001_161.png,0
001,patches\real\001_162.png,patches\mask\001_162.png,1
001,patches\real\001_163.png,patches\mask\001_163.png,1
001,patches\real\001_164.png,patches\mask\001_164.png,1
001,patches\real\001_165.png,patches\mask\001_165.png,1
001,patches\real\001_166.png,patches\mask\001_166.png,1
001,patches\real\001_167.png,patches\mask\001_167.png,1
001,patches\real\001_168.png,patches\mask\001_168.png,0
001,patches\real\001_169.png,patches\mask\001_169.png,0
001,patches\real\001_170.png,patches\mask\001_170.png,0
001,patches\real\001_171.png,patches\mask\001_171.png,0
001,patches\real\001_172.png,patches\mask\001_172.png,0
001,patches\real\001_173.png,patches\mask\001_173.png,0
001,patches\real\001_174.png,patches\mask\001_174.png,0
001,patches\real\001_175.png,patches\mask\001_175.png,0
001,patches\real\001_176.png,patches\mask\001_176.png,0
001,patches\real\001_177.png,patches\mask\001_177.png,0
001,patches\real\001_178.png,patches\mask\001_178.png,1
001,patches\real\001_179.png,patches\mask\001_179.png,1
001,patches\real\001_180.png,patches\mask\001_180.png,1
001,patches\real\001_181.png,patches\mask\001_181.png,1
001,patches\real\001_182.png,patches\mask\001_182.png,1
001,patches\real\001_183.png,patches\mask\001_183.png,1
001,patches\real\001_184.png,patches\mask\001_184.png,0
001,patches\real\001_185.png,patches\mask\001_185.png,0
001,patches\real\001_186.png,patches\mask\001_186.png,0
001,patches\real\001_187.png,patches\mask\001_187.png,0
001,patches\real\001_188.png,patches\mask\001_188.png,0
001,patches\real\001_189.png,patches\mask\001_189.png,0
001,patches\real\001_190.png,patches\mask\001_190.png,0
001,patches\real\001_191.png,patches\mask\001_191.png,0
001,patches\real\001_192.png,patches\mask\001_192.png,0
001,patches\real\001_193.png,patches\mask\001_193.png,0
001,patches\real\001_194.png,patches\mask\001_194.png,0
001,patches\real\001_195.png,patches\mask\001_195.png,0
001,patches\real\001_196.png,patches\mask\001_196.png,1
001,patches\real\001_197.png,patches\mask\001_197.png,1
001,patches\real\001_198.png,patches\mask\001_198.png,0
001,patches\real\001_199.png,patches\mask\001_199.png,0
001,patches\real\001_200.png,patches\mask\001_200.png,0
001,patches\real\001_201.png,patches\mask\001_201.png,0
001,patches\real\001_202.png,patches\mask\001_202.png,0
001,patches\real\001_203.png,patches\mask\001_203.png,0
001,patches\real\001_204.png,patches\mask\001_204.png,0
001,patches\real\001_205.png,patches\mask\001_205.png,0
001,patches\real\001_206.png,patches\mask\001_206.png,0
001,patches\real\001_207.png,patches\mask\001_207.png,0
001,patches\real\001_208.png,patches\mask\001_208.png,0
001,patches\real\001_209.png,patches\mask\001_209.png,0
001,patches\real\001_210.png,patches\mask\001_210.png,0
001,patches\real\001_211.png,patches\mask\001_211.png,0
001,patches\real\001_212.png,patches\mask\001_212.png,0
001,patches\real\001_213.png,patches\mask\001_213.png,0
001,patches\real\001_214.png,patches\mask\001_214.png,0
001,patches\real\001_215.png,patches\mask\001_215.png,0
001,patches\real\001_216.png,patches\mask\001_216.png,0
001,patches\real\001_217.png,patches\mask\001_217.png,0
001,patches\real\001_218.png,patches\mask\001_218.png,0
001,patches\real\001_219.png,patches\mask\001_219.png,0
001,patches\real\001_220.png,patches\mask\001_220.png,0
001,patches\real\001_221.png,patches\mask\001_221.png,0
001,patches\real\001_222.png,patches\mask\001_222.png,0
001,patches\real\001_223.png,patches\mask\001_223.png,0
001,patches\real\001_224.png,patches\mask\001_224.png,0
001,patches\real\001_225.png,patches\mask\001_225.png,0
001,patches\real\001_226.png,patches\mask\001_226.png,0
001,patches\real\001_227.png,patches\mask\001_227.png,0
001,patches\real\001_228.png,patches\mask\001_228.png,0
001,patches\real\001_229.png,patches\mask\001_229.png,0
001,patches\real\001_230.png,patches\mask\001_230.png,0
001,patches\real\001_231.png,patches\mask\001_231.png,0
001,patches\real\001_232.png,patches\mask\001_232.png,0
001,patches\real\001_233.png,patches\mask\001_233.png,0
001,patches\real\001_234.png,patches\mask\001_234.png,0
001,patches\real\001_235.png,patches\mask\001_235.png,0
001,patches\real\001_236.png,patches\mask\001_236.png,0
001,patches\real\001_237.png,patches\mask\001_237.png,0
001,patches\real\001_238.png,patches\mask\001_238.png,0
001,patches\real\001_239.png,patches\mask\001_239.png,0
001,patches\real\001_240.png,patches\mask\001_240.png,0
001,patches\real\001_241.png,patches\mask\001_241.png,0
001,patches\real\001_242.png,patches\mask\001_242.png,0
001,patches\real\001_243.png,patches\mask\001_243.png,0
001,patches\real\001_244.png,patches\mask\001_244.png,0
001,patches\real\001_245.png,patches\mask\001_245.png,0
001,patches\real\001_246.png,patches\mask\001_246.png,0
001,patches\real\001_247.png,patches\mask\001_247.png,0
001,patches\real\001_248.png,patches\mask\001_248.png,0
001,patches\real\001_249.png,patches\mask\001_249.png,0
001,patches\real\001_250.png,patches\mask\001_250.png,0
001,patches\real\001_251.png,patches\mask\001_251.png,0
001,patches\real\001_252.png,patches\mask\001_252.png,0
001,patches\real\001_253.png,patches\mask\001_253.png,0
001,patches\real\001_254.png,patches\mask\001_254.png,0
001,patches\real\001_255.png,patches\mask\001_255.png,0
002,patches\real\002_000.png,patches\mask\002_000.png,0
002,patches\real\002_001.png,patches\mask\002_001.png,0
002,patches\real\002_002.png,patches\mask\002_002.png,0
002,patches\real\002_003.png,patches\mask\002_003.png,0
002,patches\real\002_004.png,patches\mask\002_004.png,0
002,patches\real\002_005.png,patches\mask\002_005.png,0
002,patches\real\002_006.png,patches\mask\002_006.png,0
002,patches\real\002_007.png,patches\mask\002_007.png,0
002,patches\real\002_008.png,patches\mask\002_008.png,0
002,patches\real\002_009.png,patches\mask\002_009.png,0
002,patches\real\002_010.png,patches\mask\002_010.png,0
002,patches\real\002_011.png,patches\mask\002_011.png,0
002,patches\real\002_012.png,patches\mask\002_012.png,0
002,patches\real\002_013.png,patches\mask\002_013.png,0
002,patches\real\002_014.png,patches\mask\002_014.png,0
002,patches\real\002_015.png,patches\mask\002_015.png,0
002,patches\real\002_016.png,patches\mask\002_016.png,0
002,patches\real\002_017.png,patches\mask\002_017.png,0
002,patches\real\002_018.png,patches\mask\002_018.png,0
002,patches\real\002_019.png,patches\mask\002_019.png,0
002,patches\real\002_020.png,patches\mask\002_020.png,0
002,patches\real\002_021.png,patches\mask\002_021.png,0
002,patches\real\002_022.png,patches\mask\002_022.png,0
002,patches\real\002_023.png,patches\mask\002_023.png,0
002,patches\real\002_024.png,patches\mask\002_024.png,0
002,patches\real\002_025.png,patches\mask\002_025.png,0
002,patches\real\002_026.png,patches\mask\002_026.png,0
002,patches\real\002_027.png,patches\mask\002_027.png,0
002,patches\real\002_028.png,patches\mask\002_028.png,0
002,patches\real\002_029.png,patches\mask\002_029.png,0
002,patches\real\002_030.png,patches\mask\002_030.png,0
002,patches\real\002_031.png,patches\mask\002_031.png,0
002,patches\real\002_032.png,patches\mask\002_032.png,0
002,patches\real\002_033.png,patches\mask\002_033.png,0
002,patches\real\002_034.png,patches\mask\002_034.png,0
002,patches\real\002_035.png,patches\mask\002_035.png,0
002,patches\real\002_036.png,patches\mask\002_036.png,0
002,patches\real\002_037.png,patches\mask\002_037.png,0
002,patches\real\002_038.png,patches\mask\002_038.png,0
002,patches\real\002_039.png,patches\mask\002_039.png,0
002,patches\real\002_040.png,patches\mask\002_040.png,0
002,patches\real\002_041.png,patches\mask\002_041.png,0
002,patches\real\002_042.png,patches\mask\002_042.png,1
002,patches\real\002_043.png,patches\mask\002_043.png,1
002,patches\real\002_044.png,patches\mask\002_044.png,0
002,patches\real\002_045.png,patches\mask\002_045.png,0
002,patches\real\002_046.png,patches\mask\002_046.png,0
002,patches\real\002_047.png,patches\mask\002_047.png,0
002,patches\real\002_048.png,patches\mask\002_048.png,0
002,patches\real\002_049.png,patches\mask\002_049.png,0
002,patches\real\002_050.png,patches\mask\002_050.png,0
002,patches\real\002_051.png,patches\mask\002_051.png,0
002,patches\real\002_052.png,patches\mask\002_052.png,0
002,patches\real\002_053.png,patches\mask\002_053.png,0
002,patches\real\002_054.png,patches\mask\002_054.png,0
002,patches\real\002_055.png,patches\mask\002_055.png,0
002,patches\real\002_056.png,patches\mask\002_056.png,0
002,patches\real\002_057.png,patches\mask\002_057.png,0
002,patches\real\002_058.png,patches\mask\002_058.png,1
002,patches\real\002_059.png,patches\mask\002_059.png,1
002,patches\real\002_060.png,patches\mask\002_060.png,0
002,patches\real\002_061.png,patches\mask\002_061.png,0
002,patches\real\002_062.png,patches\mask\002_062.png,0
002,patches\real\002_063.png,patches\mask\002_063.png,0
002,patches\real\002_064.png,patches\mask\002_064.png,0
002,patches\real\002_065.png,patches\mask\002_065.png,0
002,patches\real\002_066.png,patches\mask\002_066.png,0
002,patches\real\002_067.png,patches\mask\002_067.png,0
002,patches\real\002_068.png,patches\mask\002_068.png,0
002,patches\real\002_069.png,patches\mask\002_069.png,0
002,patches\real\002_070.png,patches\mask\002_070.png,0
002,patches\real\002_071.png,patches\mask\002_071.png,0
002,patches\real\002_072.png,patches\mask\002_072.png,0
002,patches\real\002_073.png,patches\mask\002_073.png,1
002,patches\real\002_074.png,patches\mask\002_074.png,1
002,patches\real\002_075.png,patches\mask\002_075.png,1
002,patches\real\002_076.png,patches\mask\002_076.png,0
002,patches\real\002_077.png,patches\mask\002_077.png,0
002,patches\real\002_078.png,patches\mask\002_078.png,0
002,patches\real\002_079.png,patches\mask\002_079.png,0
002,patches\real\002_080.png,patches\mask\002_080.png,0
002,patches\real\002_081.png,patches\mask\002_081.png,0
002,patches\real\002_082.png,patches\mask\002_082.png,0
002,patches\real\002_083.png,patches\mask\002_083.png,0
002,patches\real\002_084.png,patches\mask\002_084.png,0
002,patches\real\002_085.png,patches\mask\002_085.png,0
002,patches\real\002_086.png,patches\mask\002_086.png,0
002,patches\real\002_087.png,patches\mask\002_087.png,0
002,patches\real\002_088.png,patches\mask\002_088.png,1
002,patches\real\002_089.png,patches\mask\002_089.png,1
002,patches\real\002_090.png,patches\mask\002_090.png,1
002,patches\real\002_091.png,patches\mask\002_091.png,1
002,patches\real\002_092.png,patches\mask\002_092.png,1
002,patches\real\002_093.png,patches\mask\002_093.png,1
002,patches\real\002_094.png,patches\mask\002_094.png,0
002,patches\real\002_095.png,patches\mask\002_095.png,0
002,patches\real\002_096.png,patches\mask\002_096.png,0
002,patches\real\002_097.png,patches\mask\002_097.png,0
002,patches\real\002_098.png,patches\mask\002_098.png,0
002,patches\real\002_099.png,patches\mask\002_099.png,0
002,patches\real\002_100.png,patches\mask\002_100.png,0
002,patches\real\002_101.png,patches\mask\002_101.png,0
002,patches\real\002_102.png,patches\mask\002_102.png,0
002,patches\real\002_103.png,patches\mask\002_103.png,1
002,patches\real\002_104.png,patches\mask\002_104.png,1
002,patches\real\002_105.png,patches\mask\002_105.png,1
002,patches\real\002_106.png,patches\mask\002_106.png,1
002,patches\real\002_107.png,patches\mask\002_107.png,1
002,patches\real\002_108.png,patches\mask\002_108.png,1
002,patches\real\002_109.png,patches\mask\002_109.png,1
002,patches\real\002_110.png,patches\mask\002_110.png,1
002,patches\real\002_111.png,patches\mask\002_111.png,0
002,patches\real\002_112.png,patches\mask\002_112.png,0
002,patches\real\002_113.png,patches\mask\002_113.png,0
002,patches\real\002_114.png,patches\mask\002_114.png,0
002,patches\real\002_115.png,patches\mask\002_115.png,0
002,patches\real\002_116.png,patches\mask\002_116.png,0
002,patches\real\002_117.png,patches\mask\002_117.png,1
002,patches\real\002_118.png,patches\mask\002_118.png,1
002,patches\real\002_119.png,patches\mask\002_119.png,1
002,patches\real\002_120.png,patches\mask\002_120.png,1
002,patches\real\002_121.png,patches\mask\002_121.png,1
002,patches\real\002_122.png,patches\mask\002_122.png,1
002,patches\real\002_123.png,patches\mask\002_123.png,1
002,patches\real\002_124.png,patches\mask\002_124.png,1
002,patches\real\002_125.png,patches\mask\002_125.png,1
002,patches\real\002_126.png,patches\mask\002_126.png,1
002,patches\real\002_127.png,patches\mask\002_127.png,0
002,patches\real\002_128.png,patches\mask\002_128.png,0
002,patches\real\002_129.png,patches\mask\002_129.png,1
002,patches\real\002_130.png,patches\mask\002_130.png,1
002,patches\real\002_131.png,patches\mask\002_131.png,1
002,patches\real\002_132.png,patches\mask\002_132.png,1
002,patches\real\002_133.png,patches\mask\002_133.png,1
002,patches\real\002_134.png,patches\mask\002_134.png,1
002,patches\real\002_135.png,patches\mask\002_135.png,1
002,patches\real\002_136.png,patches\mask\002_136.png,1
002,patches\real\002_137.png,patches\mask\002_137.png,1
002,patches\real\002_138.png,patches\mask\002_138.png,1
002,patches\real\002_139.png,patches\mask\002_139.png,1
002,patches\real\002_140.png,patches\mask\002_140.png,1
002,patches\real\002_141.png,patches\mask\002_141.png,1
002,patches\real\002_142.png,patches\mask\002_142.png,1
002,patches\real\002_143.png,patches\mask\002_143.png,0
002,patches\real\002_144.png,patches\mask\002_144.png,0
002,patches\real\002_145.png,patches\mask\002_145.png,1
002,patches\real\002_146.png,patches\mask\002_146.png,1
002,patches\real\002_147.png,patches\mask\002_147.png,1
002,patches\real\002_148.png,patches\mask\002_148.png,1
002,patches\real\002_149.png,patches\mask\002_149.png,1
002,patches\real\002_150.png,patches\mask\002_150.png,1
002,patches\real\002_151.png,patches\mask\002_151.png,1
002,patches\real\002_152.png,patches\mask\002_152.png,1
002,patches\real\002_153.png,patches\mask\002_153.png,1
002,patches\real\002_154.png,patches\mask\002_154.png,1
002,patches\real\002_155.png,patches\mask\002_155.png,1
002,patches\real\002_156.png,patches\mask\002_156.png,1
002,patches\real\002_157.png,patches\mask\002_157.png,1
002,patches\real\002_158.png,patches\mask\002_158.png,1
002,patches\real\002_159.png,patches\mask\002_159.png,0
002,patches\real\002_160.png,patches\mask\002_160.png,0
002,patches\real\002_161.png,patches\mask\002_161.png,1
002,patches\real\002_162.png,patches\mask\002_162.png,1
002,patches\real\002_163.png,patches\mask\002_163.png,1
002,patches\real\002_164.png,patches\mask\002_164.png,1
002,patches\real\002_165.png,patches\mask\002_165.png,1
002,patches\real\002_166.png,patches\mask\002_166.png,1
002,patches\real\002_167.png,patches\mask\002_167.png,1
002,patches\real\002_168.png,patches\mask\002_168.png,1
002,patches\real\002_169.png,patches\mask\002_169.png,1
002,patches\real\002_170.png,patches\mask\002_170.png,1
002,patches\real\002_171.png,patches\mask\002_171.png,1
002,patches\real\002_172.png,patches\mask\002_172.png,1
002,patches\real\002_173.png,patches\mask\002_173.png,1
002,patches\real\002_174.png,patches\mask\002_174.png,0
002,patches\real\002_175.png,patches\mask\002_175.png,0
002,patches\real\002_176.png,patches\mask\002_176.png,0
002,patches\real\002_177.png,patches\mask\002_177.png,1
002,patches\real\002_178.png,patches\mask\002_178.png,1
002,patches\real\002_179.png,patches\mask\002_179.png,1
002,patches\real\002_180.png,patches\mask\002_180.png,1
002,patches\real\002_181.png,patches\mask\002_181.png,1
002,patches\real\002_182.png,patches\mask\002_182.png,1
002,patches\real\002_183.png,patches\mask\002_183.png,1
002,patches\real\002_184.png,patches\mask\002_184.png,0
002,patches\real\002_185.png,patches\mask\002_185.png,0
002,patches\real\002_186.png,patches\mask\002_186.png,0
002,patches\real\002_187.png,patches\mask\002_187.png,0
002,patches\real\002_188.png,patches\mask\002_188.png,0
002,patches\real\002_189.png,patches\mask\002_189.png,0
002,patches\real\002_190.png,patches\mask\002_190.png,0
002,patches\real\002_191.png,patches\mask\002_191.png,0
002,patches\real\002_192.png,patches\mask\002_192.png,0
002,patches\real\002_193.png,patches\mask\002_193.png,1
002,patches\real\002_194.png,patches\mask\002_194.png,1
002,patches\real\002_195.png,patches\mask\002_195.png,1
002,patches\real\002_196.png,patches\mask\002_196.png,1
002,patches\real\002_197.png,patches\mask\002_197.png,1
002,patches\real\002_198.png,patches\mask\002_198.png,1
002,patches\real\002_199.png,patches\mask\002_199.png,0
002,patches\real\002_200.png,patches\mask\002_200.png,0
002,patches\real\002_201.png,patches\mask\002_201.png,0
002,patches\real\002_202.png,patches\mask\002_202.png,0
002,patches\real\002_203.png,patches\mask\002_203.png,0
002,patches\real\002_204.png,patches\mask\002_204.png,0
002,patches\real\002_205.png,patches\mask\002_205.png,0
002,patches\real\002_206.png,patches\mask\002_206.png,0
002,patches\real\002_207.png,patches\mask\002_207.png,0
002,patches\real\002_208.png,patches\mask\002_208.png,0
002,patches\real\002_209.png,patches\mask\002_209.png,0
002,patches\real\002_210.png,patches\mask\002_210.png,0
002,patches\real\002_211.png,patches\mask\002_211.png,0
002,patches\real\002_212.png,patches\mask\002_212.png,0
002,patches\real\002_213.png,patches\mask\002_213.png,0
002,patches\real\002_214.png,patches\mask\002_214.png,0
002,patches\real\002_215.png,patches\mask\002_215.png,0
002,patches\real\002_216.png,patches\mask\002_216.png,0
002,patches\real\002_217.png,patches\mask\002_217.png,0
002,patches\real\002_218.png,patches\mask\002_218.png,0
002,patches\real\002_219.png,patches\mask\002_219.png,0
002,patches\real\002_220.png,patches\mask\002_220.png,0
002,patches\real\002_221.png,patches\mask\002_221.png,0
002,patches\real\002_222.png,patches\mask\002_222.png,0
002,patches\real\002_223.png,patches\mask\002_223.png,0
002,patches\real\002_224.png,patches\mask\002_224.png,0
002,patches\real\002_225.png,patches\mask\002_225.png,0
002,patches\real\002_226.png,patches\mask\002_226.png,0
002,patches\real\002_227.png,patches\mask\002_227.png,0
002,patches\real\002_228.png,patches\mask\002_228.png,0
002,patches\real\002_229.png,patches\mask\002_229.png,0
002,patches\real\002_230.png,patches\mask\002_230.png,0
002,patches\real\002_231.png,patches\mask\002_231.png,0
002,patches\real\002_232.png,patches\mask\002_232.png,0
002,patches\real\002_233.png,patches\mask\002_233.png,0
002,patches\real\002_234.png,patches\mask\002_234.png,0
002,patches\real\002_235.png,patches\mask\002_235.png,0
002,patches\real\002_236.png,patches\mask\002_236.png,0
002,patches\real\002_237.png,patches\mask\002_237.png,0
002,patches\real\002_238.png,patches\mask\002_238.png,0
002,patches\real\002_239.png,patches\mask\002_239.png,0
002,patches\real\002_240.png,patches\mask\002_240.png,0
002,patches\real\002_241.png,patches\mask\002_241.png,0
002,patches\real\002_242.png,patches\mask\002_242.png,0
002,patches\real\002_243.png,patches\mask\002_243.png,0
002,patches\real\002_244.png,patches\mask\002_244.png,0
002,patches\real\002_245.png,patches\mask\002_245.png,0
002,patches\real\002_246.png,patches\mask\002_246.png,0
002,patches\real\002_247.png,patches\mask\002_247.png,0
002,patches\real\002_248.png,patches\mask\002_248.png,0
002,patches\real\002_249.png,patches\mask\002_249.png,0
002,patches\real\002_250.png,patches\mask\002_250.png,0
002,patches\real\002_251.png,patches\mask\002_251.png,0
002,patches\real\002_252.png,patches\mask\002_252.png,0
002,patches\real\002_253.png,patches\mask\002_253.png,0
002,patches\real\002_254.png,patches\mask\002_254.png,0
002,patches\real\002_255.png,patches\mask\002_255.png,0
003,patches\real\003_000.png,patches\mask\003_000.png,0
003,patches\real\003_001.png,patches\mask\003_001.png,0
003,patches\real\003_002.png,patches\mask\003_002.png,0
003,patches\real\003_003.png,patches\mask\003_003.png,0
003,patches\real\003_004.png,patches\mask\003_004.png,0
