image_id,image_patch,mask_patch,label_vrai,label_rgb,moyenne_R,moyenne_G,moyenne_B
1,patches\real\001_034.png,patches\mask\001_034.png,0,0,12.52,15.54,14.5
1,patches\real\001_035.png,patches\mask\001_035.png,0,0,12.99,15.74,14.48
1,patches\real\001_036.png,patches\mask\001_036.png,0,0,17.36,22.46,20.4
1,patches\real\001_037.png,patches\mask\001_037.png,0,0,37.05,62.34,36.08
1,patches\real\001_038.png,patches\mask\001_038.png,0,0,45.08,81.77,37.93
1,patches\real\001_039.png,patches\mask\001_039.png,1,1,98.08,83.05,56.1
1,patches\real\001_040.png,patches\mask\001_040.png,1,1,171.47,110.29,75.91
1,patches\real\001_041.png,patches\mask\001_041.png,1,1,150.28,100.73,70.85
1,patches\real\001_042.png,patches\mask\001_042.png,1,0,45.62,38.54,31.67
1,patches\real\001_043.png,patches\mask\001_043.png,0,0,16.67,20.04,21.68
1,patches\real\001_044.png,patches\mask\001_044.png,0,0,20.08,25.98,25.87
1,patches\real\001_045.png,patches\mask\001_045.png,0,0,21.79,30.04,26.15
1,patches\real\001_046.png,patches\mask\001_046.png,0,0,22.39,29.27,26.07
1,patches\real\001_047.png,patches\mask\001_047.png,0,0,31.04,51.6,34.08
1,patches\real\001_048.png,patches\mask\001_048.png,0,0,14.0,14.06,14.24
1,patches\real\001_049.png,patches\mask\001_049.png,0,0,14.0,14.41,15.08
1,patches\real\001_050.png,patches\mask\001_050.png,0,0,14.0,16.12,16.0
1,patches\real\001_051.png,patches\mask\001_051.png,0,0,13.7,15.27,15.73
1,patches\real\001_052.png,patches\mask\001_052.png,0,0,13.68,17.34,17.85
1,patches\real\001_053.png,patches\mask\001_053.png,0,0,36.96,48.87,34.44
1,patches\real\001_054.png,patches\mask\001_054.png,0,0,65.73,52.39,41.09
1,patches\real\001_055.png,patches\mask\001_055.png,1,0,59.5,51.74,41.29
1,patches\real\001_056.png,patches\mask\001_056.png,1,1,171.79,107.1,81.08
1,patches\real\001_057.png,patches\mask\001_057.png,1,1,158.12,94.74,69.87
1,patches\real\001_058.png,patches\mask\001_058.png,0,0,26.77,27.14,24.98
1,patches\real\001_059.png,patches\mask\001_059.png,0,0,21.23,26.48,26.41
1,patches\real\001_060.png,patches\mask\001_060.png,0,0,14.4,17.68,17.4
1,patches\real\001_061.png,patches\mask\001_061.png,0,0,16.38,22.25,20.75
1,patches\real\001_062.png,patches\mask\001_062.png,0,0,21.77,28.85,26.88
1,patches\real\001_063.png,patches\mask\001_063.png,0,0,28.26,48.16,34.95
1,patches\real\001_064.png,patches\mask\001_064.png,0,0,14.0,14.03,14.95
1,patches\real\001_065.png,patches\mask\001_065.png,0,0,13.97,14.14,15.95
1,patches\real\001_066.png,patches\mask\001_066.png,0,0,13.8,14.38,14.63
1,patches\real\001_067.png,patches\mask\001_067.png,0,0,13.88,15.23,14.89
1,patches\real\001_068.png,patches\mask\001_068.png,0,0,38.2,27.63,26.48
1,patches\real\001_069.png,patches\mask\001_069.png,0,1,96.67,48.6,47.98
1,patches\real\001_070.png,patches\mask\001_070.png,0,0,81.32,49.09,45.74
1,patches\real\001_071.png,patches\mask\001_071.png,0,0,92.98,95.93,101.18
1,patches\real\001_072.png,patches\mask\001_072.png,1,1,162.08,105.24,79.57
1,patches\real\001_073.png,patches\mask\001_073.png,1,1,134.96,87.7,64.89
1,patches\real\001_074.png,patches\mask\001_074.png,0,0,66.72,122.35,148.21
1,patches\real\001_075.png,patches\mask\001_075.png,0,0,58.69,93.34,100.7
1,patches\real\001_076.png,patches\mask\001_076.png,0,0,16.81,23.35,19.13
1,patches\real\001_077.png,patches\mask\001_077.png,0,0,13.64,15.83,16.94
1,patches\real\001_078.png,patches\mask\001_078.png,0,0,21.2,27.11,25.38
1,patches\real\001_079.png,patches\mask\001_079.png,0,0,26.76,38.15,32.38
1,patches\real\001_080.png,patches\mask\001_080.png,0,0,13.68,14.74,14.4
1,patches\real\001_081.png,patches\mask\001_081.png,0,0,12.74,14.88,14.52
1,patches\real\001_082.png,patches\mask\001_082.png,0,0,13.7,14.79,14.11
1,patches\real\001_083.png,patches\mask\001_083.png,0,0,14.33,14.99,15.06
1,patches\real\001_084.png,patches\mask\001_084.png,0,0,67.55,46.8,40.94
1,patches\real\001_085.png,patches\mask\001_085.png,1,1,136.6,94.88,67.2
1,patches\real\001_086.png,patches\mask\001_086.png,1,1,174.6,133.18,89.04
1,patches\real\001_087.png,patches\mask\001_087.png,1,0,79.65,56.87,46.79
1,patches\real\001_088.png,patches\mask\001_088.png,1,1,131.36,98.14,75.35
1,patches\real\001_089.png,patches\mask\001_089.png,1,0,81.47,71.79,66.5
1,patches\real\001_090.png,patches\mask\001_090.png,0,0,67.02,140.46,175.83
1,patches\real\001_091.png,patches\mask\001_091.png,0,0,98.32,162.34,199.32
1,patches\real\001_092.png,patches\mask\001_092.png,0,0,43.14,67.57,77.78
1,patches\real\001_093.png,patches\mask\001_093.png,0,0,20.79,29.28,25.93
1,patches\real\001_094.png,patches\mask\001_094.png,0,0,24.46,35.25,29.86
1,patches\real\001_095.png,patches\mask\001_095.png,0,0,29.39,46.02,34.17
1,patches\real\001_096.png,patches\mask\001_096.png,0,0,15.79,19.01,18.4
1,patches\real\001_097.png,patches\mask\001_097.png,0,0,16.86,21.38,21.4
1,patches\real\001_098.png,patches\mask\001_098.png,0,0,16.08,19.21,19.66
1,patches\real\001_099.png,patches\mask\001_099.png,0,0,20.72,23.53,22.48
1,patches\real\001_100.png,patches\mask\001_100.png,0,0,65.37,46.77,39.29
1,patches\real\001_101.png,patches\mask\001_101.png,1,1,154.01,116.09,80.88
1,patches\real\001_102.png,patches\mask\001_102.png,1,1,172.43,126.21,83.57
1,patches\real\001_103.png,patches\mask\001_103.png,1,1,101.73,75.74,57.17
1,patches\real\001_104.png,patches\mask\001_104.png,0,0,70.98,94.71,98.12
1,patches\real\001_105.png,patches\mask\001_105.png,0,0,57.53,128.43,154.5
1,patches\real\001_106.png,patches\mask\001_106.png,0,0,74.92,149.51,186.0
1,patches\real\001_107.png,patches\mask\001_107.png,0,0,60.39,139.18,174.84
1,patches\real\001_108.png,patches\mask\001_108.png,0,0,70.02,120.88,148.8
1,patches\real\001_109.png,patches\mask\001_109.png,0,0,16.62,20.73,22.54
1,patches\real\001_110.png,patches\mask\001_110.png,0,0,16.34,19.52,19.9
1,patches\real\001_111.png,patches\mask\001_111.png,0,0,19.79,26.58,23.52
1,patches\real\001_112.png,patches\mask\001_112.png,0,0,25.03,36.56,30.23
1,patches\real\001_113.png,patches\mask\001_113.png,0,0,25.92,40.78,31.9
1,patches\real\001_114.png,patches\mask\001_114.png,0,0,28.32,41.12,33.28
1,patches\real\001_115.png,patches\mask\001_115.png,0,0,43.94,53.55,40.3
1,patches\real\001_116.png,patches\mask\001_116.png,0,0,54.9,40.23,34.82
1,patches\real\001_117.png,patches\mask\001_117.png,1,1,141.99,103.5,71.5
1,patches\real\001_118.png,patches\mask\001_118.png,1,1,168.6,116.18,83.91
1,patches\real\001_119.png,patches\mask\001_119.png,1,0,85.68,61.33,45.2
1,patches\real\001_120.png,patches\mask\001_120.png,0,0,81.94,104.12,109.55
1,patches\real\001_121.png,patches\mask\001_121.png,0,0,90.15,152.42,184.44
1,patches\real\001_122.png,patches\mask\001_122.png,0,0,60.96,137.36,169.77
1,patches\real\001_123.png,patches\mask\001_123.png,0,0,51.0,124.98,155.91
1,patches\real\001_124.png,patches\mask\001_124.png,0,0,101.65,163.28,197.82
1,patches\real\001_125.png,patches\mask\001_125.png,0,0,43.71,61.36,62.9
1,patches\real\001_126.png,patches\mask\001_126.png,0,0,31.7,41.0,30.79
1,patches\real\001_127.png,patches\mask\001_127.png,0,0,25.63,34.53,27.73
1,patches\real\001_128.png,patches\mask\001_128.png,0,0,27.01,37.11,30.52
1,patches\real\001_129.png,patches\mask\001_129.png,0,0,29.92,50.96,34.2
1,patches\real\001_130.png,patches\mask\001_130.png,0,0,33.21,50.89,35.17
1,patches\real\001_131.png,patches\mask\001_131.png,0,0,82.11,74.36,50.39
1,patches\real\001_132.png,patches\mask\001_132.png,0,0,69.16,53.64,53.23
1,patches\real\001_133.png,patches\mask\001_133.png,1,1,128.44,96.33,65.24
1,patches\real\001_134.png,patches\mask\001_134.png,1,1,154.18,105.88,74.89
1,patches\real\001_135.png,patches\mask\001_135.png,1,0,35.05,29.85,27.58
1,patches\real\001_136.png,patches\mask\001_136.png,0,0,75.73,88.24,88.12
1,patches\real\001_137.png,patches\mask\001_137.png,0,0,70.05,139.1,168.13
1,patches\real\001_138.png,patches\mask\001_138.png,0,0,42.14,117.28,143.08
1,patches\real\001_139.png,patches\mask\001_139.png,0,0,55.83,120.93,150.25
1,patches\real\001_140.png,patches\mask\001_140.png,0,0,109.93,168.56,202.84
1,patches\real\001_141.png,patches\mask\001_141.png,0,0,99.26,146.21,135.83
1,patches\real\001_142.png,patches\mask\001_142.png,0,0,83.13,120.46,50.8
1,patches\real\001_143.png,patches\mask\001_143.png,0,0,82.05,119.46,49.39
1,patches\real\001_144.png,patches\mask\001_144.png,0,0,57.54,86.4,44.03
1,patches\real\001_145.png,patches\mask\001_145.png,0,0,64.94,98.88,46.93
1,patches\real\001_146.png,patches\mask\001_146.png,0,0,77.53,109.79,53.59
1,patches\real\001_147.png,patches\mask\001_147.png,0,1,104.38,86.66,60.95
1,patches\real\001_148.png,patches\mask\001_148.png,0,0,132.84,123.8,136.02
1,patches\real\001_149.png,patches\mask\001_149.png,1,1,158.4,137.26,133.37
1,patches\real\001_150.png,patches\mask\001_150.png,1,0,92.78,67.89,52.45
1,patches\real\001_151.png,patches\mask\001_151.png,0,0,34.19,32.04,35.2
1,patches\real\001_152.png,patches\mask\001_152.png,0,0,77.98,80.73,74.56
1,patches\real\001_153.png,patches\mask\001_153.png,0,0,49.51,119.66,141.3
1,patches\real\001_154.png,patches\mask\001_154.png,0,0,39.49,103.76,118.77
1,patches\real\001_155.png,patches\mask\001_155.png,0,0,58.37,114.78,122.29
1,patches\real\001_156.png,patches\mask\001_156.png,0,0,75.61,145.71,177.44
1,patches\real\001_157.png,patches\mask\001_157.png,0,0,114.84,163.89,175.31
1,patches\real\001_158.png,patches\mask\001_158.png,0,0,117.86,152.64,58.89
1,patches\real\001_159.png,patches\mask\001_159.png,0,0,119.62,153.98,61.08
1,patches\real\001_160.png,patches\mask\001_160.png,0,0,122.32,148.17,65.98
1,patches\real\001_161.png,patches\mask\001_161.png,0,0,126.34,151.17,66.54
1,patches\real\001_162.png,patches\mask\001_162.png,0,0,128.65,153.83,70.5
1,patches\real\001_163.png,patches\mask\001_163.png,1,1,145.9,123.01,87.98
1,patches\real\001_164.png,patches\mask\001_164.png,1,1,196.8,160.79,110.52
1,patches\real\001_165.png,patches\mask\001_165.png,0,0,134.25,130.4,151.34
1,patches\real\001_166.png,patches\mask\001_166.png,1,1,126.12,97.59,88.82
1,patches\real\001_167.png,patches\mask\001_167.png,0,0,88.16,83.98,94.86
1,patches\real\001_168.png,patches\mask\001_168.png,0,0,55.6,90.54,95.3
1,patches\real\001_169.png,patches\mask\001_169.png,0,0,42.4,112.07,131.95
1,patches\real\001_170.png,patches\mask\001_170.png,0,0,51.48,100.0,96.04
1,patches\real\001_171.png,patches\mask\001_171.png,0,0,126.41,153.43,81.39
1,patches\real\001_172.png,patches\mask\001_172.png,0,0,92.27,128.65,117.91
1,patches\real\001_173.png,patches\mask\001_173.png,1,1,186.46,141.42,95.32
1,patches\real\001_174.png,patches\mask\001_174.png,0,0,138.51,151.96,78.66
1,patches\real\001_175.png,patches\mask\001_175.png,0,0,124.9,151.66,72.54
1,patches\real\001_176.png,patches\mask\001_176.png,0,0,165.62,161.3,99.25
1,patches\real\001_177.png,patches\mask\001_177.png,0,0,166.2,162.05,100.37
1,patches\real\001_178.png,patches\mask\001_178.png,0,0,161.35,160.2,94.97
1,patches\real\001_179.png,patches\mask\001_179.png,1,1,184.77,148.06,87.09
1,patches\real\001_180.png,patches\mask\001_180.png,1,1,181.92,127.36,66.94
1,patches\real\001_181.png,patches\mask\001_181.png,1,0,137.4,122.19,129.04
1,patches\real\001_182.png,patches\mask\001_182.png,0,0,140.82,134.43,152.05
1,patches\real\001_183.png,patches\mask\001_183.png,0,0,137.76,132.93,153.01
1,patches\real\001_184.png,patches\mask\001_184.png,1,0,93.3,111.63,104.78
1,patches\real\001_185.png,patches\mask\001_185.png,0,0,41.06,92.54,102.66
1,patches\real\001_186.png,patches\mask\001_186.png,0,0,92.68,120.39,84.04
1,patches\real\001_187.png,patches\mask\001_187.png,0,0,142.41,157.4,83.48
1,patches\real\001_188.png,patches\mask\001_188.png,0,0,139.32,152.89,79.79
1,patches\real\001_189.png,patches\mask\001_189.png,1,1,178.23,127.57,70.49
1,patches\real\001_190.png,patches\mask\001_190.png,1,1,168.93,143.65,85.45
1,patches\real\001_191.png,patches\mask\001_191.png,0,0,139.24,156.28,83.38
1,patches\real\001_192.png,patches\mask\001_192.png,0,0,126.11,150.73,69.21
1,patches\real\001_193.png,patches\mask\001_193.png,0,0,127.22,151.41,70.25
1,patches\real\001_194.png,patches\mask\001_194.png,0,0,130.74,150.26,70.95
1,patches\real\001_195.png,patches\mask\001_195.png,1,1,203.02,155.66,81.54
1,patches\real\001_196.png,patches\mask\001_196.png,1,1,158.37,113.9,70.25
1,patches\real\001_197.png,patches\mask\001_197.png,1,0,140.45,131.67,143.85
1,patches\real\001_198.png,patches\mask\001_198.png,0,0,136.8,133.63,157.68
1,patches\real\001_199.png,patches\mask\001_199.png,0,0,134.37,132.39,153.74
1,patches\real\001_200.png,patches\mask\001_200.png,1,1,180.39,145.46,108.89
1,patches\real\001_201.png,patches\mask\001_201.png,1,0,57.46,70.22,62.75
1,patches\real\001_202.png,patches\mask\001_202.png,0,0,106.52,139.5,71.71
1,patches\real\001_203.png,patches\mask\001_203.png,0,0,124.55,154.66,69.23
1,patches\real\001_204.png,patches\mask\001_204.png,0,0,144.25,164.85,63.32
1,patches\real\001_205.png,patches\mask\001_205.png,1,0,165.66,161.01,51.51
1,patches\real\001_206.png,patches\mask\001_206.png,1,1,186.21,149.8,81.45
1,patches\real\001_207.png,patches\mask\001_207.png,0,0,123.11,155.86,68.95
1,patches\real\001_208.png,patches\mask\001_208.png,0,0,100.96,144.46,55.52
1,patches\real\001_209.png,patches\mask\001_209.png,0,0,102.22,148.32,54.16
1,patches\real\001_210.png,patches\mask\001_210.png,1,0,128.71,148.32,60.82
1,patches\real\001_211.png,patches\mask\001_211.png,1,1,206.01,157.61,86.15
1,patches\real\001_212.png,patches\mask\001_212.png,1,0,127.31,110.52,113.76
1,patches\real\001_213.png,patches\mask\001_213.png,0,0,142.29,140.41,162.86
1,patches\real\001_214.png,patches\mask\001_214.png,0,0,135.49,132.96,155.07
1,patches\real\001_215.png,patches\mask\001_215.png,0,0,131.62,131.22,155.29
1,patches\real\001_216.png,patches\mask\001_216.png,1,1,151.12,125.26,89.82
1,patches\real\001_217.png,patches\mask\001_217.png,1,1,181.89,159.84,104.24
1,patches\real\001_218.png,patches\mask\001_218.png,1,0,130.36,158.38,68.66
1,patches\real\001_219.png,patches\mask\001_219.png,0,0,136.22,157.64,53.82
1,patches\real\001_220.png,patches\mask\001_220.png,0,0,140.59,140.94,57.79
1,patches\real\001_221.png,patches\mask\001_221.png,0,0,119.45,112.33,72.73
1,patches\real\001_222.png,patches\mask\001_222.png,0,1,159.29,134.05,78.55
1,patches\real\001_223.png,patches\mask\001_223.png,0,0,133.87,163.43,58.7
1,patches\real\001_224.png,patches\mask\001_224.png,0,0,109.81,148.12,60.34
1,patches\real\001_225.png,patches\mask\001_225.png,0,0,113.47,153.65,62.82
1,patches\real\001_226.png,patches\mask\001_226.png,1,0,155.25,153.17,73.69
1,patches\real\001_227.png,patches\mask\001_227.png,1,1,177.52,127.11,67.68
1,patches\real\001_228.png,patches\mask\001_228.png,1,0,131.71,121.87,132.99
1,patches\real\001_229.png,patches\mask\001_229.png,1,0,150.7,137.51,137.53
1,patches\real\001_230.png,patches\mask\001_230.png,0,0,113.46,113.98,138.29
1,patches\real\001_231.png,patches\mask\001_231.png,0,0,121.18,122.59,94.77
1,patches\real\001_232.png,patches\mask\001_232.png,0,0,180.91,172.14,55.95
1,patches\real\001_233.png,patches\mask\001_233.png,1,1,209.55,188.2,37.98
1,patches\real\001_234.png,patches\mask\001_234.png,1,1,175.38,126.13,90.05
1,patches\real\001_235.png,patches\mask\001_235.png,0,1,120.34,83.3,67.31
1,patches\real\001_236.png,patches\mask\001_236.png,0,1,97.86,70.67,63.0
1,patches\real\001_237.png,patches\mask\001_237.png,0,0,88.69,77.05,58.38
1,patches\real\001_238.png,patches\mask\001_238.png,0,0,107.16,98.23,57.16
1,patches\real\001_239.png,patches\mask\001_239.png,1,1,183.9,152.4,90.55
1,patches\real\001_240.png,patches\mask\001_240.png,0,0,125.08,162.45,65.9
1,patches\real\001_241.png,patches\mask\001_241.png,0,0,131.0,166.27,69.12
1,patches\real\001_242.png,patches\mask\001_242.png,1,1,168.83,145.97,70.55
1,patches\real\001_243.png,patches\mask\001_243.png,1,1,195.78,141.26,76.81
1,patches\real\001_244.png,patches\mask\001_244.png,1,1,135.41,96.64,69.32
1,patches\real\001_245.png,patches\mask\001_245.png,1,1,174.54,132.38,96.89
1,patches\real\001_246.png,patches\mask\001_246.png,0,0,42.41,45.09,53.76
1,patches\real\001_247.png,patches\mask\001_247.png,0,0,166.23,164.33,75.68
1,patches\real\001_248.png,patches\mask\001_248.png,0,0,143.71,151.37,39.26
1,patches\real\001_249.png,patches\mask\001_249.png,0,1,130.17,104.33,38.66
1,patches\real\001_250.png,patches\mask\001_250.png,0,0,93.82,70.51,50.33
1,patches\real\001_251.png,patches\mask\001_251.png,0,0,117.65,59.07,68.22
1,patches\real\001_252.png,patches\mask\001_252.png,0,0,72.82,59.77,48.45
1,patches\real\001_253.png,patches\mask\001_253.png,0,0,96.27,97.91,38.37
1,patches\real\001_254.png,patches\mask\001_254.png,0,0,76.77,82.25,46.28
1,patches\real\001_255.png,patches\mask\001_255.png,1,1,145.16,122.18,58.52
2,patches\real\002_000.png,patches\mask\002_000.png,0,0,84.54,57.54,44.06
2,patches\real\002_001.png,patches\mask\002_001.png,0,0,90.91,65.84,55.01
2,patches\real\002_002.png,patches\mask\002_002.png,0,1,103.0,85.74,76.55
2,patches\real\002_003.png,patches\mask\002_003.png,0,0,112.34,99.65,93.81
2,patches\real\002_004.png,patches\mask\002_004.png,0,1,107.34,88.77,80.96
2,patches\real\002_005.png,patches\mask\002_005.png,0,1,96.07,69.69,54.73
2,patches\real\002_006.png,patches\mask\002_006.png,0,0,125.41,129.2,124.94
2,patches\real\002_007.png,patches\mask\002_007.png,0,0,120.21,128.38,125.39
2,patches\real\002_008.png,patches\mask\002_008.png,0,0,46.13,57.04,58.12
2,patches\real\002_009.png,patches\mask\002_009.png,0,0,71.2,88.69,94.47
2,patches\real\002_010.png,patches\mask\002_010.png,0,0,66.1,83.23,86.01
2,patches\real\002_011.png,patches\mask\002_011.png,0,0,61.86,73.12,75.76
2,patches\real\002_012.png,patches\mask\002_012.png,0,0,44.97,51.61,54.89
2,patches\real\002_013.png,patches\mask\002_013.png,0,0,38.2,44.23,44.61
2,patches\real\002_014.png,patches\mask\002_014.png,0,0,19.56,20.32,19.92
2,patches\real\002_015.png,patches\mask\002_015.png,0,0,36.69,24.3,15.89
2,patches\real\002_016.png,patches\mask\002_016.png,0,0,84.22,69.05,60.0
2,patches\real\002_017.png,patches\mask\002_017.png,0,0,91.99,69.36,58.63
2,patches\real\002_018.png,patches\mask\002_018.png,0,1,95.26,76.67,67.8
2,patches\real\002_019.png,patches\mask\002_019.png,0,1,96.43,78.68,71.19
2,patches\real\002_020.png,patches\mask\002_020.png,0,0,94.36,82.82,76.3
2,patches\real\002_021.png,patches\mask\002_021.png,0,0,99.49,91.46,85.34
2,patches\real\002_022.png,patches\mask\002_022.png,0,0,125.95,128.75,123.38
2,patches\real\002_023.png,patches\mask\002_023.png,0,0,120.43,128.39,125.43
2,patches\real\002_024.png,patches\mask\002_024.png,0,0,41.71,51.64,52.24
2,patches\real\002_025.png,patches\mask\002_025.png,0,0,56.33,71.46,71.43
2,patches\real\002_026.png,patches\mask\002_026.png,0,0,54.36,69.07,68.82
2,patches\real\002_027.png,patches\mask\002_027.png,0,0,31.35,34.13,34.13
2,patches\real\002_028.png,patches\mask\002_028.png,0,0,12.62,12.89,12.85
2,patches\real\002_029.png,patches\mask\002_029.png,0,0,11.45,11.52,11.49
2,patches\real\002_030.png,patches\mask\002_030.png,0,0,18.81,18.84,18.55
2,patches\real\002_031.png,patches\mask\002_031.png,0,0,38.7,26.32,18.76
2,patches\real\002_032.png,patches\mask\002_032.png,0,0,137.21,143.83,141.44
2,patches\real\002_033.png,patches\mask\002_033.png,0,0,113.92,120.23,118.14
2,patches\real\002_034.png,patches\mask\002_034.png,0,0,106.05,108.9,106.77
2,patches\real\002_035.png,patches\mask\002_035.png,0,0,115.4,122.21,120.48
2,patches\real\002_036.png,patches\mask\002_036.png,0,0,144.37,152.73,151.13
2,patches\real\002_037.png,patches\mask\002_037.png,0,0,135.02,136.54,130.62
2,patches\real\002_038.png,patches\mask\002_038.png,0,0,128.26,130.68,125.87
2,patches\real\002_039.png,patches\mask\002_039.png,0,0,123.65,131.2,128.46
2,patches\real\002_040.png,patches\mask\002_040.png,0,0,35.62,44.92,45.96
2,patches\real\002_041.png,patches\mask\002_041.png,0,0,52.21,66.27,68.9
2,patches\real\002_042.png,patches\mask\002_042.png,0,0,48.63,56.28,58.31
2,patches\real\002_043.png,patches\mask\002_043.png,0,0,28.98,30.23,30.1
2,patches\real\002_044.png,patches\mask\002_044.png,0,0,13.39,13.39,13.39
2,patches\real\002_045.png,patches\mask\002_045.png,0,0,12.92,12.92,12.92
2,patches\real\002_046.png,patches\mask\002_046.png,0,0,22.18,22.43,22.31
2,patches\real\002_047.png,patches\mask\002_047.png,0,0,47.11,35.07,28.15
2,patches\real\002_048.png,patches\mask\002_048.png,0,0,136.99,136.43,119.77
2,patches\real\002_049.png,patches\mask\002_049.png,0,0,92.42,76.75,53.24
2,patches\real\002_050.png,patches\mask\002_050.png,0,0,75.78,58.58,37.43
2,patches\real\002_051.png,patches\mask\002_051.png,0,0,98.01,102.36,98.32
2,patches\real\002_052.png,patches\mask\002_052.png,0,0,158.14,168.26,166.16
2,patches\real\002_053.png,patches\mask\002_053.png,0,0,142.86,144.44,139.19
2,patches\real\002_054.png,patches\mask\002_054.png,0,0,128.09,131.52,127.05
2,patches\real\002_055.png,patches\mask\002_055.png,0,0,127.2,133.63,130.17
2,patches\real\002_056.png,patches\mask\002_056.png,0,0,32.71,37.27,37.8
2,patches\real\002_057.png,patches\mask\002_057.png,0,0,34.8,40.26,41.19
2,patches\real\002_058.png,patches\mask\002_058.png,0,0,47.41,52.05,53.21
2,patches\real\002_059.png,patches\mask\002_059.png,0,0,41.56,43.18,43.42
2,patches\real\002_060.png,patches\mask\002_060.png,0,0,17.61,17.61,17.61
2,patches\real\002_061.png,patches\mask\002_061.png,0,0,22.73,22.73,22.73
2,patches\real\002_062.png,patches\mask\002_062.png,0,0,51.04,53.13,53.83
2,patches\real\002_063.png,patches\mask\002_063.png,0,0,49.38,44.56,42.31
2,patches\real\002_064.png,patches\mask\002_064.png,0,0,82.45,80.2,71.64
2,patches\real\002_065.png,patches\mask\002_065.png,0,0,73.94,72.37,58.89
2,patches\real\002_066.png,patches\mask\002_066.png,0,0,84.85,83.46,72.53
2,patches\real\002_067.png,patches\mask\002_067.png,0,0,65.68,70.79,67.66
2,patches\real\002_068.png,patches\mask\002_068.png,0,0,132.73,139.26,138.23
2,patches\real\002_069.png,patches\mask\002_069.png,0,0,113.55,113.1,107.42
2,patches\real\002_070.png,patches\mask\002_070.png,0,0,70.95,71.29,66.95
2,patches\real\002_071.png,patches\mask\002_071.png,0,0,71.47,74.04,71.36
2,patches\real\002_072.png,patches\mask\002_072.png,0,0,22.88,22.68,22.07
2,patches\real\002_073.png,patches\mask\002_073.png,0,0,35.55,36.47,35.94
2,patches\real\002_074.png,patches\mask\002_074.png,0,0,24.14,24.59,25.01
2,patches\real\002_075.png,patches\mask\002_075.png,1,0,64.33,59.99,59.6
2,patches\real\002_076.png,patches\mask\002_076.png,0,0,42.64,44.42,45.2
2,patches\real\002_077.png,patches\mask\002_077.png,0,0,59.95,62.83,64.6
2,patches\real\002_078.png,patches\mask\002_078.png,0,0,38.7,40.5,41.2
2,patches\real\002_079.png,patches\mask\002_079.png,0,0,19.07,18.88,18.79
2,patches\real\002_080.png,patches\mask\002_080.png,0,0,70.89,56.36,41.86
2,patches\real\002_081.png,patches\mask\002_081.png,0,0,57.27,46.05,36.46
2,patches\real\002_082.png,patches\mask\002_082.png,0,0,66.07,56.97,50.29
